epoch,acc,loss,val_acc,val_loss
0,0.8583550822535483,0.35692502847874336,0.8638193636006096,0.3386070324178414
1,0.8613437024118109,0.33864477199658094,0.8665684996191988,0.3221521804627684
2,0.8639099814606591,0.3298834141070011,0.8719685991195469,0.31400266650206443
3,0.8660281277623497,0.32275916873374305,0.8757977545875864,0.3043807029724121
4,0.8677368297177881,0.31756097955558565,0.8753068485620505,0.3135413515403918
5,0.8695035637378725,0.31298693137583083,0.8775650722054681,0.3059999879283184
6,0.8707834780115331,0.3088495677924668,0.8680412568587208,0.32218382811218604
7,0.8727307552471967,0.3037024603268861,0.8770741596254696,0.3049928225602481
8,0.874649015190138,0.29855414306430633,0.8761905015948712,0.3130735344083858
9,0.8760030796771011,0.29475218880658377,0.8810015024188458,0.3038763727109457
10,0.878140570128129,0.29000783204435104,0.8802160255278099,0.3096005273438811
11,0.8793366628960194,0.28561073642930523,0.8735395418409629,0.31443593850250506
12,0.8815257346707308,0.28110466562446074,0.872754066629508,0.3163042185642465
13,0.882712153091333,0.2769139409031618,0.8730486260656639,0.3112823177449072
14,0.8852623114922485,0.27202611377686836,0.8714776857612059,0.31611347255837874
15,0.8870225973405942,0.26814461705478104,0.8674521603125477,0.33592264564176605
16,0.8889988883447045,0.2637948814905375,0.8743250172162793,0.3213366973645908
17,0.8908655633240046,0.25959462178552195,0.8730486234438788,0.3301360675764248
18,0.891536149120221,0.25537380300850154,0.8702012993216105,0.3323429904852536
19,0.8940347218082505,0.25248908475069975,0.8727540675717121,0.33275670773794563
20,0.8959142942353906,0.24809795956226277,0.8697103850620309,0.3367051436524211
21,0.8968331243081406,0.2448405313535135,0.8678448887215447,0.3407941076354063
22,0.8980034232524299,0.24250065616402258,0.867943082601344,0.3375321593890895
23,0.8990415392973146,0.24042184001227393,0.869514018399609,0.34329033119162333
24,0.9012757489965392,0.23503876997831807,0.8702012932177672,0.34978743082878927
