epoch,acc,loss,val_acc,val_loss
0,0.69675,0.588936176776886,0.8323353293413174,0.41446964730045754
1,0.7328,0.5428180414676667,0.8491017964071856,0.4348002781054217
2,0.7487,0.5256828011512756,0.8802395209580839,0.366482001186131
3,0.7551,0.5134364644289017,0.8383233532934131,0.42932490078275076
4,0.75855,0.5042615630149841,0.8407185628742515,0.38216129923295117
5,0.7632,0.4957253124952316,0.8694610778443114,0.4117360920606259
6,0.7714,0.4890902546167374,0.8455089820359282,0.3783739594463817
7,0.777,0.480259117269516,0.8634730538922155,0.36728632045006326
8,0.7808,0.4714467182636261,0.874251497005988,0.35413169519986937
9,0.7856,0.4644993330001831,0.8359281437839576,0.42276944850019355
10,0.7902,0.4538512666940689,0.87544910186779,0.3767481834231736
11,0.7925,0.44606882615089416,0.874251497005988,0.3635230448431597
12,0.79825,0.43804027345180513,0.858682634730539,0.3674222238049536
13,0.81265,0.4191535226821899,0.8491017964785684,0.39908706028304414
14,0.8149,0.40943464345932007,0.8550898203949728,0.40346138405942633
15,0.8181,0.4035073735713959,0.8730538922155688,0.36640668122800524
16,0.82735,0.385867808175087,0.8718562874251496,0.3572789004106008
17,0.82845,0.3788799203872681,0.8694610778443114,0.344826112359673
18,0.83805,0.36171251022815704,0.859880239520958,0.3759122898657165
19,0.8479,0.3448758310675621,0.8574850299401198,0.38918455350184866
20,0.85315,0.3351686868607998,0.8502994011976048,0.4029407295638216
21,0.858,0.3237959276199341,0.8538922155688623,0.4079382702830934
22,0.86235,0.31744895944595336,0.8251497005988024,0.432783590783616
23,0.8668,0.3056483692765236,0.8538922155688623,0.41110000546107034
24,0.87255,0.2954592861652374,0.829940119760479,0.43878826872406607
