epoch,acc,loss,val_acc,val_loss
0,0.7999705622959109,0.4455838804301845,0.8096280092744389,0.4063199126616088
1,0.8303650279833985,0.3954601939948545,0.8380743986407307,0.37220630838782315
2,0.8395643214250194,0.37039504118849326,0.8555798689698234,0.3689853589435636
3,0.848027671492377,0.359451249009341,0.8512035016157956,0.33852227941905383
4,0.8556814836796011,0.34386322211966575,0.8774617069137958,0.30860499447492856
5,0.866941418934121,0.32240729227394505,0.8708971553610503,0.27297452851901693
6,0.8754783632617015,0.30780431777370443,0.9015317287956338,0.2512648416035024
7,0.8783485428143643,0.29941840275951015,0.8905908097584346,0.27316073437488314
8,0.885192817209186,0.2809131356295607,0.886214442143555,0.26907731113339933
9,0.8938033559022667,0.2631225321866289,0.9146608315098468,0.2430924643972314
10,0.8982926110923729,0.2540629394297604,0.9059080962800875,0.2513965328490969
11,0.9021931115690315,0.2413009972889212,0.9037199124726477,0.2678053933532024
12,0.9096997350954399,0.22424733446193226,0.9015317286652079,0.2727260980388268
13,0.9141153959551382,0.21399191598313888,0.8971553611807541,0.27618920105291406
14,0.9208124815838667,0.20257364536317826,0.9015317286652079,0.2702012460523935
15,0.9239770385634384,0.18948810077679484,0.8840262583361151,0.30790228747173787
16,0.9328083603003813,0.1784525599011541,0.899343544857768,0.3279017585470327
17,0.9359729172448604,0.1663587024922858,0.8840262582056893,0.346481758895324
18,0.9377391816308508,0.16140999361841968,0.8862144420131292,0.34532153488827677
19,0.9418604650811866,0.15734408424291535,0.8927789936963004,0.2902741576962711
20,0.9458345599408917,0.1456841168805084,0.910284464286245,0.3537561842597027
21,0.9509861642625846,0.1276672931663826,0.8971553611807541,0.3851377159291858
22,0.956064174271416,0.11768453782503838,0.888402625820569,0.3356873897134573
23,0.959155136867941,0.11392367317557581,0.9059080962800875,0.330610241247769
24,0.9539299381456552,0.12502668973048592,0.8927789935658745,0.35225234968135344
