epoch,acc,loss,val_acc,val_loss
0,0.8763283535565027,0.31212795075862776,0.9193954662952375,0.24105266652419524
1,0.9030494378653326,0.2526605031430841,0.9193954661450998,0.20371062531879627
2,0.909209918327734,0.2428163940139458,0.9345088165713198,0.18069833659705348
3,0.9142923148189142,0.2275685896248144,0.931989924583387,0.17781813724215145
4,0.91760357308788,0.21552794466267633,0.9244332496705524,0.18475131844393253
5,0.9160634529585099,0.2119567227504956,0.9395465996463593,0.15862675502858775
6,0.9201447713013406,0.20499417043496002,0.9370277082589772,0.16024379781271408
7,0.9245341136700453,0.19967549840548035,0.9395465997964969,0.16742433258508255
8,0.9254581856925884,0.19167805894412962,0.9395465994962217,0.1589097493804372
9,0.9276143538737066,0.1866763248504925,0.9395465999466346,0.17746878098180371
10,0.9310796241647893,0.17684937492368696,0.9269521412080721,0.17334438473811978
11,0.9343908825071938,0.1704297672774159,0.9345088162710444,0.16918749000023234
12,0.9375481286989639,0.16253807362190256,0.9168765744574424,0.1866285845975131
13,0.9378561527248378,0.15947040177545507,0.9269521415083475,0.19463321994474012
14,0.9436316032099756,0.14483857629213975,0.9345088161209067,0.17268112095387217
15,0.9470968735653172,0.1396829050975791,0.929471032745592,0.186910934661813
16,0.9513322039119051,0.1251925279591597,0.9244332496705524,0.22018863973899813
17,0.951640227946959,0.12595344555271473,0.9269521412080721,0.2200819712592012
18,0.9549514861608459,0.11533711914557733,0.9244332496705524,0.2199080900221087
19,0.9588017864842711,0.11130343656657052,0.9319899244332494,0.22624226255103083
20,0.9621900507780651,0.1023196875108109,0.9168765744574424,0.3465636443130916
21,0.9642692129986139,0.09784563772762463,0.9143576826196473,0.3311437148535131
22,0.9668104111569955,0.08868066024625593,0.9395465997964969,0.24217568011367951
23,0.9701216694351412,0.08199764685623546,0.9193954665955127,0.31614340031026894
24,0.974048975820114,0.0752523046858401,0.9168765744574424,0.2664411960530942
