epoch,acc,loss,val_acc,val_loss
0,0.8743261973975014,0.3173723960788449,0.9143576830700603,0.24671924226830527
1,0.9012012937009086,0.2567220787072648,0.9193954662952375,0.21951114485786302
2,0.9058986600495883,0.24456842241146964,0.924433249370277,0.2020702979689281
3,0.9055136300723248,0.2409341289145029,0.9269521412080721,0.205995337188394
4,0.9130602186511592,0.2241555964764986,0.9319899244332494,0.16783631763770537
5,0.9160634529034309,0.21674350156046734,0.9269521412080721,0.18238197477248214
6,0.9148313568550138,0.2132047109424049,0.924433249370277,0.17163231184410507
7,0.9195287232587724,0.20699749962493705,0.931989924583387,0.18702217388513406
8,0.9212228553368207,0.20253307698100884,0.9345088164211821,0.19707759786913318
9,0.9248421376316606,0.19684250302120512,0.9269521415083475,0.17891518144823743
10,0.9256121977606044,0.1933373416744284,0.9345088162710444,0.157350304689005
11,0.9257662097735414,0.18640139434144104,0.9269521413582098,0.228304192010942
12,0.9283074079227432,0.181377974451139,0.9269521413582098,0.18613193384946444
13,0.9306175881167984,0.1751347950031591,0.9319899244332494,0.18261642354336433
14,0.9341598644694287,0.16677073450108146,0.9244332496705524,0.18939551418314052
15,0.9353919605178457,0.1627100422558424,0.9269521412080721,0.2197557713658143
16,0.940320344986909,0.15298176891086246,0.9345088161209067,0.18847034490603945
17,0.9430155552224865,0.14862520627169107,0.9244332495204147,0.21513596385417116
18,0.9421684891421531,0.1447522195729364,0.929471032745592,0.2125935237713965
19,0.9459417834040308,0.1402896337352272,0.9219143578327573,0.22388112109614258
20,0.9504851378407516,0.12581682868787253,0.8992443327939781,0.25330737435847744
21,0.953488372102203,0.12245270140995768,0.9319899244332494,0.2020297389200675
22,0.9564146002837475,0.11410949138005635,0.931989924583387,0.20953203591351546
23,0.9601878946007042,0.104535061716299,0.9395465996463593,0.20125099862702847
24,0.9595718466040352,0.1029627063108963,0.9395465994962217,0.21498669018635821
