epoch,acc,loss,val_acc,val_loss
0,0.6036,0.6610106731414795,0.5499999992052714,0.6799598097801208
1,0.63905,0.6398028507709503,0.8766666674613952,0.5404729660352071
2,0.65475,0.6299089747905732,0.9166666674613952,0.4934906029701233
3,0.65975,0.6227410402774811,0.74,0.5619135920206706
4,0.65895,0.6202341692447663,0.8200000007947286,0.5234915749231974
5,0.6657,0.6144523664474487,0.89,0.43929643114407857
6,0.67255,0.6101573907375336,0.8466666658719381,0.4866316068172455
7,0.6718,0.6056276296138764,0.8266666666666667,0.49315620183944703
8,0.679,0.6024994835853577,0.8433333341280619,0.45320136348406476
9,0.6818,0.5958589216709137,0.8399999992052714,0.4744076685110728
10,0.69085,0.5890045550346374,0.7799999992052714,0.48852540254592897
11,0.69465,0.5821161435604095,0.8233333333333334,0.4727255582809448
12,0.6925,0.5808853901386261,0.8000000007947285,0.5157664978504181
13,0.7011,0.5730238931179047,0.7566666658719381,0.5685942908128102
14,0.7054,0.5671674782276154,0.75,0.5683832001686097
15,0.70925,0.5573298719406128,0.84,0.44631978948911033
16,0.71645,0.5489271924495697,0.8033333325386047,0.5303373122215271
17,0.7261,0.5358470762252807,0.8666666674613953,0.3936872390906016
18,0.73015,0.5285021370887756,0.7600000007947286,0.5343530285358429
19,0.7393,0.5201817164421082,0.7799999992052714,0.5246262427171071
20,0.74665,0.5105712331771851,0.7966666674613953,0.5125440863768259
21,0.755,0.49422799243927,0.7499999992052714,0.6052910780906677
22,0.7648,0.48017727222442624,0.7766666666666666,0.570234268506368
23,0.7747,0.4687839151859283,0.7433333333333333,0.5910620172818501
24,0.77945,0.45753876233100893,0.6666666674613952,0.7182042733828227
