epoch,acc,loss,val_acc,val_loss
0,0.8586162243895357,0.3563261078343793,0.8682376210632193,0.3467871427331184
1,0.8610148580553558,0.34068412074736354,0.8653903001362515,0.3356727528408221
2,0.8633651296388282,0.33323370262491836,0.8744231901217981,0.3137235282213008
3,0.8643065286967021,0.3282261262981466,0.8715758664091838,0.32251211191780377
4,0.8662151170552795,0.32342179512671443,0.8711831346410247,0.3154589329183716
5,0.8678819074245165,0.3190753757503021,0.8763868586304262,0.3068862380031048
6,0.8685879568894277,0.3161073258663977,0.8757977611420491,0.3219195368158858
7,0.8697518081690974,0.31248027360801683,0.8765832370908809,0.3083802568748645
8,0.8713444478501964,0.30814993294940274,0.8732449938341514,0.3203431983379154
9,0.8725985711183312,0.3048362601347082,0.8734413593495425,0.3248041105639074
10,0.8738688154836765,0.3010239074437669,0.8731468070823303,0.3265729932236098
11,0.8756291007603362,0.2966988441078442,0.8759941282141249,0.3153655567734512
12,0.8768671041459248,0.29316648474419943,0.8736377219154253,0.3205399099903828
13,0.878392038957969,0.2895327949037791,0.875110480588736,0.3239127615268288
14,0.879681627429607,0.28619529289435347,0.8759941315323216,0.3199919678910901
15,0.8812291297861267,0.28189204142561286,0.8702013019433955,0.3316173991182006
16,0.8824284465504345,0.27825838971798733,0.873735909978139,0.32798839807510377
17,0.8839308126988439,0.274836942319129,0.8688267279326711,0.33730513783254984
18,0.8857007716004499,0.27072295280697733,0.873343176120745,0.334768020901893
19,0.8874288162524708,0.2669898582625057,0.8702994853360546,0.33398659073610076
20,0.8887216267606524,0.26354957600977613,0.8666666902217668,0.3397872197259333
21,0.8898532380304136,0.2607072421923646,0.866764869435956,0.35855368678922095
22,0.8910493305225496,0.2586860535231487,0.863132077025384,0.35667753786975165
23,0.8917231391193511,0.2562522615563401,0.8702994911531402,0.3460096875621691
24,0.894270072591665,0.2517897198647809,0.8671576074308546,0.35425133193071767
